1852361#Actinomyces bouchesdurhonensis#strain#Marseille-P2825
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000001
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000002
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000003
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000004
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000005
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000006
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000007
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000008
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000009
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000010
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000011
1658#Actinomyces bovis#strain|serovar|type_material|note#NCTC11535|not available: to be reported later|type strain of Actinomyces bovis|contig: ERS1275652SCcontig000012
888050#Actinomyces cardiffensis F0333#strain|host|country|isolation_source#F0333|Homo sapiens|United Kingdom|oral
525245#Actinomyces coleocanis DSM 15436#strain|host|culture_collection|isolation_source#DSM 15436|Homo sapiens|DSM:15436|biological product [ENVO:02000043]
525245#Actinomyces coleocanis DSM 15436#strain#DSM 15436
525245#Actinomyces coleocanis DSM 15436#strain|culture_collection#DSM 15436|DSM:15436
1122991#Prevotella shahii DSM 15611 = JCM 12083#strain|note#JCM 12083|contig: JCM12083.contig00138
1122991#Prevotella shahii DSM 15611 = JCM 12083#strain|note#JCM 12083|contig: JCM12083.contig00139
1122991#Prevotella shahii DSM 15611 = JCM 12083#strain|note#JCM 12083|contig: JCM12083.contig00140
1122991#Prevotella shahii DSM 15611 = JCM 12083#strain|note#JCM 12083|contig: JCM12083.contig00141
1122991#Prevotella shahii DSM 15611 = JCM 12083#strain|note#JCM 12083|contig: JCM12083.contig00142
59823#Prevotella sp.#isolate|metagenome_source|isolation_source#UBA11202|fermentation metagenome|fermentation
1158294#Prevotella sp. 10(H)#strain#10(H)
1676614#Prevotella sp. 109#strain|host|country|isolation_source|collection_date#109|Homo sapiens|Russia: Moscow|feces of 43-year-old healthy woman|21-Mar-2013
2022527#Prevotella sp. 885#strain|host|country|isolation_source|collection_date|identified_by#885|Macaca mulatta|Netherlands: Rijswijk, Biomedical Primate Research Centre (BPRC)|feces|Oct-2013|Department of Microbiology and Virology, Pirogov Russian National Research Medical University
1897014#Prevotella sp. AG:487_50_53#isolate|host|metagenome_source|isolation_source#AG:487_50_53|Homo sapiens|human gut metagenome|healthy adult 3C
1280674#Prevotella sp. AGR2160#strain#AGR2160
2292054#Prevotella sp. AM23-5#strain|host|country|isolation_source|collection_date#AM23-5|Homo sapiens|China: Shenzhen|feces|2013-11-01
2292364#Prevotella sp. AM34-19LB#strain|host|country|isolation_source|collection_date#AM34-19LB|Homo sapiens|China: Shenzhen|feces|2013-12-01
2293125#Prevotella sp. AM42-24#strain|host|country|isolation_source|collection_date#AM42-24|Homo sapiens|China: Shenzhen|feces|2014-01-01
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_150
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_149
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_148
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_147
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_146
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_145
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_144
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_143
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_142
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_141
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_140
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_139
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_138
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_137
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_136
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_135
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_134
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_133
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_132
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_131
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_130
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_129
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_128
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_127
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_126
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_125
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_124
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_123
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_122
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_121
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_120
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_119
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_118
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_117
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_116
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_115
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_114
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_113
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_112
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_111
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_110
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_109
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_108
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_107
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_106
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_105
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_104
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_103
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_102
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_101
645273#Prevotella sp. BP1-145#strain#BP1-145
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_101
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_102
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_103
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_104
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_105
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_106
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_107
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_108
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_109
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_110
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_111
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_112
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_113
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_114
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_115
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_116
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_117
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_118
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_119
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_120
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_121
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_122
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_123
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_124
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_125
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_126
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_127
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_128
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_129
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_130
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_131
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_132
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_133
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_134
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_135
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_136
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_137
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_138
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_139
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_140
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_141
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_142
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_143
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_144
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_145
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_146
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_147
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_148
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_149
645273#Prevotella sp. BP1-145#strain|note#BP1-145|contig: Ga0066893_150
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_141
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_140
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_139
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_138
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_137
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_136
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_135
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_134
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_133
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_132
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_131
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_130
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_129
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_128
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_127
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_126
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_125
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_124
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_123
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_122
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_121
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_120
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_119
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_118
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_117
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_116
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_115
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_114
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_113
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_112
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_111
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_110
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_109
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_108
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_107
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_106
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_105
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_104
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_103
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_102
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_101
645274#Prevotella sp. BP1-148#strain#BP1-148
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_101
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_102
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_103
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_104
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_105
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_106
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_107
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_108
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_109
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_110
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_111
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_112
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_113
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_114
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_115
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_116
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_117
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_118
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_119
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_120
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_121
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_122
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_123
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_124
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_125
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_126
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_127
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_128
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_129
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_130
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_131
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_132
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_133
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_134
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_135
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_136
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_137
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_138
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_139
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_140
645274#Prevotella sp. BP1-148#strain|note#BP1-148|contig: Ga0066894_141
1111130#Prevotella sp. BV3P1#strain#BV3P1
563031#Prevotella sp. C561#strain|host|isolation_source#C561|Homo sapiens|biological product [ENVO:02000043]
563031#Prevotella sp. C561#strain#C561
1384078#Prevotella sp. DNF00663#strain|host|isolation_source#DNF00663|Homo sapiens|vagina
1227276#Prevotella sp. F0091#strain|host|country|isolation_source|collection_date#F0091|Homo sapiens|USA|subgingival plaque biofilm|1993
1408309#Prevotella sp. FD3004#strain#FD3004
1433844#Prevotella sp. HJM029#strain|host|country|isolation_source|lat_lon|collection_date#HJM029|Homo sapiens|China: Shanghai|dental abscess|31.23 N 121.47 E|Jul-2012
1433844#Prevotella sp. HJM029#strain|host|country|isolation_source|lat_lon|collection_date#HJM029|Homo sapiens|China: Shanghai|dental abscess|31.2300 N 121.4700 E|Jul-2012
1095752#Prevotella sp. oral taxon 306 str. F0472#strain|host|isolation_source#F0472|Homo sapiens|biological product [ENVO:02000043]
1095752#Prevotella sp. oral taxon 306 str. F0472#strain#F0472
575615#Prevotella sp. oral taxon 317 str. F0108#strain#F0108
619693#Prevotella sp. oral taxon 472 str. F0295#strain|host|isolation_source#F0295|Homo sapiens|biological product [ENVO:02000043]
619693#Prevotella sp. oral taxon 472 str. F0295#strain#F0295
1392486#Prevotella sp. HUN102#strain#HUN102
1161412#Prevotella sp. ICM33#strain#ICM33
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_140
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_139
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_138
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_137
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_136
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_135
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_134
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_133
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_132
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_131
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_130
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_129
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_128
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_127
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_126
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_125
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_124
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_123
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_122
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_121
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_120
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_119
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_118
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_117
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_116
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_115
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_114
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_113
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_112
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_111
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_110
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_109
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_108
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_107
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_106
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_105
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_104
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_103
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_102
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_101
1761883#Prevotella sp. kh1p2#strain#KH1P2
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_101
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_102
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_103
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_104
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_105
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_106
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_107
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_108
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_109
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_110
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_111
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_112
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_113
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_114
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_115
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_116
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_117
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_118
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_119
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_120
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_121
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_122
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_123
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_124
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_125
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_126
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_127
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_128
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_129
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_130
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_131
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_132
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_133
1761883#Prevotella sp. kh1p2#strain|note#KH1P2|contig: Ga0059114_134
