"sample_number"	"sample_name"	"number_reads_after_clipmerge_prior_mapping"	"number_reads_mapped_prior_rmdup"	"number_reads_mapped_prior_rmdup_qf"	"number_duplicates_removed"	"number_reads_mapped_after_rmdup"	"percent_endogenous_dna"	"percent_endogenous_dna_qf"	"cluster_factor"	"mean_fold_coverage"	"std_dev_coverage"	"percent_coverage_morethan_1x"	"percent_coverage_morethan_2x"	"percent_coverage_morethan_3x"	"percent_coverage_morethan_4x"	"percent_coverage_morethan_5x"	"frequency_damage_1st_base_3prime"	"frequency_damage_2nd_base_3prime"	"frequency_damage_1st_base_5prime"	"frequency_damage_2nd_base_5prime"	"average_fragment_length"	"median_fragment_length"	"percent_gc_content"	"species"	"mapping_params"
"Sample 38/107"	"GDN001.A0101"	30835470	2929	675	219	456	0.009	0.002	1.48	0.0083	0.093	0.81	0.02	0	0	0	0.434	0.25	0.3636	0.3611	39.62	37	26.95	"Fusobacterium_nucleatum"	"strict"
"Sample 40/107"	"GOY005.A0101"	9163118	2042	586	15	571	0.022	0.006	1.026	0.0083	0.0915	0.82	0.01	0	0	0	0.1259	0.1111	0.1603	0.0901	39.7	37	49.76	"Treponema_socranskii"	"strict"
"Sample 2/107"	"ABM007.A0101"	12981357	5714	532	26	506	0.044	0.004	1.051	0.0082	0.2595	0.4	0.12	0.06	0.04	0.03	0.0671	0.0667	0.0331	0.0714	40.49	36	59.58	"Rothia_dentocariosa"	"relaxed"
"Sample 39/107"	"GDN001.C0101"	20505644	1775	987	681	306	0.009	0.005	3.225	0.0081	0.3594	0.15	0.08	0.06	0.05	0.05	0.0957	0.0541	0.1733	0.0444	49.75	44	57.49	"Desulfobulbus_sp_oral_taxon_041"	"relaxed"
"Sample 16/107"	"DJA007.A0101"	17395667	4753	394	11	383	0.027	0.002	1.029	0.0081	0.1015	0.72	0.07	0.02	0	0	0.0519	0.0323	0.0759	0.023	46.63	41	43.31	"Streptococcos_gordonii"	"strict"
"Sample 33/107"	"FUM002.A0101"	17157534	8629	522	52	470	0.05	0.003	1.111	0.008	0.2424	0.49	0.07	0.04	0.03	0.02	0.1027	0.0328	0.0635	0.0615	42.66	36	58.5	"Rothia_dentocariosa"	"strict"
"Sample 32/107"	"FUM001.A0101"	10808498	4508	2085	1596	489	0.042	0.019	4.264	0.0079	0.0962	0.74	0.05	0.01	0	0	0.3022	0.156	0.3385	0.1714	44.46	40	50.4	"Treponema_socranskii"	"relaxed"
"Sample 73/107"	"MTM006.A0101"	7069851	2116	496	35	461	0.03	0.007	1.076	0.0079	0.0947	0.76	0.02	0	0	0	0.0678	0.097	0.0682	0.0678	47.29	44	53.36	"Treponema_socranskii"	"relaxed"
"Sample 107/107"	"ZAF001.A0101"	8749845	3406	1153	426	727	0.039	0.013	1.586	0.0079	0.0933	0.75	0.03	0	0	0	0.0695	0.0427	0.061	0.0433	37.36	34	64.12	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 3/107"	"ABM008.A0101"	5032357	1766	549	10	539	0.035	0.011	1.019	0.0079	0.0903	0.78	0.01	0	0	0	0.0373	0.037	0.0403	0.0305	40.41	37	51.26	"Treponema_socranskii"	"strict"
"Sample 44/107"	"IBA002.A0101"	19022015	6935	371	8	363	0.036	0.002	1.022	0.0078	0.1231	0.52	0.16	0.07	0.02	0	0.0137	0.0341	0.037	0.0128	46.97	43	46.38	"Streptococcos_gordonii"	"strict"
"Sample 92/107"	"OME009.A0101"	7422246	687	314	19	295	0.009	0.004	1.064	0.0077	0.5234	0.06	0.05	0.04	0.04	0.03	0.0353	0.0568	0.0532	0.0541	48.8	46	54.49	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 94/107"	"PYK001.A0101"	15248245	5309	525	21	504	0.035	0.003	1.042	0.0076	0.2114	0.35	0.13	0.07	0.04	0.03	0.0523	0.0067	0.0765	0.0185	37.66	35	63.11	"Rothia_dentocariosa"	"relaxed"
"Sample 7/107"	"CDC005.A0101"	4526782	1269	466	23	443	0.028	0.01	1.052	0.0076	0.0882	0.74	0.01	0	0	0	0.04	0.0784	0.0444	0.022	46.88	43	50.45	"Treponema_socranskii"	"strict"
"Sample 14/107"	"DJA002.A0101"	11978137	3657	479	19	460	0.031	0.004	1.041	0.0075	0.1098	0.64	0.06	0.02	0.01	0.01	0.0826	0.0426	0.0505	0.0594	39.18	36	46.97	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 101/107"	"TAF008.B0101"	11524885	2445	457	75	382	0.021	0.004	1.196	0.0075	0.1023	0.71	0.01	0.01	0.01	0.01	0.322	0.3571	0.4107	0.2414	42.78	40	28.49	"Fusobacterium_nucleatum"	"relaxed"
"Sample 12/107"	"CDC010.A0101"	15031925	4437	372	7	365	0.03	0.002	1.019	0.0075	0.0923	0.72	0.02	0	0	0	0.0659	0.1233	0.0746	0.0308	45.2	42	41.7	"Streptococcos_gordonii"	"relaxed"
"Sample 82/107"	"MTS003.A0101"	7532301	3534	362	12	350	0.047	0.005	1.034	0.0074	0.1244	0.5	0.14	0.06	0.02	0.01	0.0288	0.0244	0.0233	0.0139	46.31	41	46.42	"Streptococcos_gordonii"	"strict"
"Sample 71/107"	"MTM004.A0101"	4106490	3126	364	30	334	0.076	0.009	1.09	0.0073	0.1222	0.48	0.15	0.06	0.03	0.01	0.0405	0.0267	0	0	47.78	42	44.7	"Streptococcos_gordonii"	"strict"
"Sample 15/107"	"DJA006.A0101"	13754707	6307	516	26	490	0.046	0.004	1.053	0.0072	0.3061	0.28	0.1	0.06	0.04	0.02	0.0504	0.0345	0.0414	0.0138	36.63	33	62.42	"Rothia_dentocariosa"	"relaxed"
"Sample 106/107"	"WAL001.A0101"	14881423	6955	387	7	380	0.047	0.003	1.018	0.0072	0.1151	0.53	0.11	0.05	0.02	0.01	0.0206	0.011	0.0532	0.0412	41.75	37	45.45	"Streptococcos_gordonii"	"strict"
"Sample 55/107"	"KNP001.A0102"	16260023	4077	342	12	330	0.025	0.002	1.036	0.0071	0.147	0.5	0.07	0.04	0.02	0.02	0.0396	0.1184	0.1188	0.0465	53.82	49	57.22	"Rothia_dentocariosa"	"relaxed"
"Sample 100/107"	"SPM002.A0101"	2095474	855	394	164	230	0.041	0.019	1.713	0.0071	0.0935	0.63	0.08	0	0	0	0.0282	0	0	0	77.33	76	54.67	"Rothia_dentocariosa"	"relaxed"
"Sample 18/107"	"EBO003.A0101"	20549945	5632	410	29	381	0.027	0.002	1.076	0.007	0.126	0.6	0.03	0.02	0.01	0.01	0.0494	0.0811	0.1099	0.093	44.49	41	45.8	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 85/107"	"OAK003.A0101"	17189509	8323	477	17	460	0.048	0.003	1.037	0.0069	0.2773	0.28	0.11	0.05	0.04	0.03	0.1057	0.0863	0.1951	0.0794	37.63	35	60.63	"Rothia_dentocariosa"	"relaxed"
"Sample 104/107"	"TAF018.A0101"	14681780	5570	550	159	391	0.038	0.004	1.407	0.0069	0.12	0.55	0.07	0.03	0.01	0.01	0.2909	0.2	0.25	0.1091	44.2	41	58.25	"Rothia_dentocariosa"	"relaxed"
"Sample 69/107"	"MTM002.A0101"	3065269	2535	311	22	289	0.083	0.01	1.076	0.0069	0.1028	0.55	0.11	0.03	0.01	0	0.0667	0.0435	0	0.0351	52.52	46	45.38	"Streptococcos_gordonii"	"relaxed"
"Sample 75/107"	"MTM009.A0101"	2385491	2641	372	34	338	0.111	0.016	1.101	0.0068	0.1039	0.53	0.11	0.03	0.01	0	0.0588	0.025	0.0119	0.0435	44.27	42	48.91	"Streptococcos_gordonii"	"relaxed"
"Sample 44/107"	"IBA002.A0101"	19022015	5646	364	44	320	0.03	0.002	1.138	0.0067	0.3696	0.38	0.02	0.01	0.01	0.01	0.0448	0.0405	0.0536	0.0175	45.8	43	44.05	"Fusobacterium_nucleatum"	"relaxed"
"Sample 96/107"	"PYK003.A0101"	14732223	6230	444	18	426	0.042	0.003	1.042	0.0066	0.2506	0.24	0.1	0.07	0.04	0.03	0.0752	0.04	0.041	0.0159	38.88	36	62.95	"Rothia_dentocariosa"	"relaxed"
"Sample 38/107"	"GDN001.A0101"	30835470	9036	588	222	366	0.029	0.002	1.607	0.0066	0.2286	0.35	0.08	0.04	0.02	0.02	0.156	0.0625	0.1261	0.0778	45.08	37	58.95	"Rothia_dentocariosa"	"strict"
"Sample 29/107"	"ESA007.A0101"	9903431	2350	296	9	287	0.024	0.003	1.031	0.0065	0.083	0.63	0.01	0	0	0	0.0429	0.069	0.1286	0.0962	54.3	48	44.29	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 29/107"	"ESA007.A0101"	9903431	5447	423	14	409	0.055	0.004	1.034	0.0065	0.2008	0.3	0.1	0.06	0.03	0.03	0.0323	0.0455	0.0472	0.0536	39.86	38	60.58	"Rothia_dentocariosa"	"relaxed"
"Sample 80/107"	"MTS001.A0101"	6540914	2155	416	23	393	0.033	0.006	1.059	0.0065	0.0898	0.63	0.01	0	0	0	0.0364	0.0179	0.0283	0.0341	45.72	44	53.26	"Treponema_socranskii"	"relaxed"
"Sample 107/107"	"ZAF001.A0101"	8749845	1020	592	264	328	0.012	0.007	1.805	0.0065	0.1955	0.42	0.05	0.03	0.02	0.02	0.1724	0.0723	0.0761	0.046	37.17	34	56.72	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 105/107"	"VLD001.A0101"	9040714	2895	357	68	289	0.032	0.004	1.235	0.0063	0.1046	0.55	0.03	0.01	0.01	0.01	0	0.0303	0.0366	0	54.29	47	55.83	"Rothia_dentocariosa"	"strict"
"Sample 93/107"	"PES001.B0101"	11872279	1610	333	36	297	0.014	0.003	1.121	0.0062	0.0818	0.6	0.01	0	0	0	0.2424	0.0714	0.2927	0.2121	45.33	41	29.84	"Fusobacterium_nucleatum"	"strict"
"Sample 32/107"	"FUM001.A0101"	10808498	3995	1452	1127	325	0.037	0.013	4.468	0.0061	0.0808	0.59	0.02	0	0	0	0.413	0.375	0.3902	0.3611	41.02	37	26.28	"Fusobacterium_nucleatum"	"relaxed"
"Sample 11/107"	"CDC009.A0101"	14286106	4963	407	16	391	0.035	0.003	1.041	0.0061	0.2109	0.23	0.09	0.06	0.04	0.04	0.0328	0.0619	0.0645	0.0455	38.92	37	58.44	"Rothia_dentocariosa"	"relaxed"
"Sample 82/107"	"MTS003.A0101"	7532301	1530	266	6	260	0.02	0.004	1.023	0.0061	0.0828	0.58	0.02	0	0	0	0.0208	0.0238	0.0476	0.0333	50.92	47	33	"Fusobacterium_nucleatum"	"strict"
"Sample 35/107"	"GDC002.A0101"	11300654	5199	428	20	408	0.046	0.004	1.049	0.006	0.2155	0.27	0.09	0.04	0.03	0.03	0.027	0.0362	0.0403	0.0703	36.7	34	61.86	"Rothia_dentocariosa"	"relaxed"
"Sample 83/107"	"OAK001.A0101"	11211671	4227	619	179	440	0.038	0.006	1.407	0.006	0.1691	0.3	0.1	0.05	0.04	0.03	0.1628	0.127	0.256	0.0684	34.38	32	60.01	"Rothia_dentocariosa"	"relaxed"
"Sample 65/107"	"LOB001.A0101"	8770905	2784	304	16	288	0.032	0.003	1.056	0.006	0.1023	0.44	0.11	0.04	0.01	0	0	0.0357	0.0256	0	45.84	41	46.41	"Streptococcos_gordonii"	"strict"
"Sample 65/107"	"LOB001.A0101"	8770905	1561	278	12	266	0.018	0.003	1.045	0.0059	0.1013	0.53	0.01	0.01	0.01	0.01	0.0392	0.0851	0.0492	0.075	47.95	45	35.12	"Fusobacterium_nucleatum"	"relaxed"
"Sample 74/107"	"MTM008.A0101"	5164298	1860	238	19	219	0.036	0.005	1.087	0.0059	0.1202	0.51	0.02	0.01	0.01	0.01	0.0645	0	0.0526	0	58.69	56	35.24	"Fusobacterium_nucleatum"	"relaxed"
"Sample 96/107"	"PYK003.A0101"	14732223	4785	254	10	244	0.032	0.002	1.041	0.0059	0.11	0.49	0.05	0.01	0.01	0.01	0.1552	0.0769	0.1034	0.0444	53.35	48	43.24	"Streptococcos_gordonii"	"relaxed"
"Sample 6/107"	"BSQ001.A0101"	10866912	1382	365	11	354	0.013	0.003	1.031	0.0058	0.0807	0.55	0.03	0	0	0	0.25	0.1081	0.2323	0.1216	39.88	37	43.67	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 94/107"	"PYK001.A0101"	15248245	2686	331	7	324	0.018	0.002	1.022	0.0058	0.0953	0.51	0.03	0.01	0.01	0	0.1549	0.0435	0.0632	0.0822	43.18	41	45.41	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 67/107"	"MTK001.A0101"	8268804	2538	232	8	224	0.031	0.003	1.036	0.0057	0.1082	0.5	0.02	0.01	0.01	0.01	0.0256	0.1212	0.0465	0.1111	55.5	52	34.99	"Fusobacterium_nucleatum"	"relaxed"
"Sample 31/107"	"FDM001.A0101"	4889751	1495	285	9	276	0.031	0.006	1.033	0.0056	0.0788	0.54	0.01	0.01	0	0	0.0714	0.0513	0.0488	0.0513	44.17	40	30.23	"Fusobacterium_nucleatum"	"strict"
"Sample 100/107"	"SPM002.A0101"	2095474	808	274	120	154	0.039	0.013	1.779	0.0056	0.0947	0.43	0.09	0.03	0	0	0	0	0	0.0385	79.51	76	41.24	"Streptococcos_gordonii"	"strict"
"Sample 33/107"	"FUM002.A0101"	17157534	2017	407	22	385	0.012	0.002	1.057	0.0056	0.0749	0.56	0	0	0	0	0.1605	0.1972	0.1905	0.1304	39.78	36	47.53	"Treponema_socranskii"	"strict"
"Sample 73/107"	"MTM006.A0101"	7069851	1531	245	20	225	0.022	0.003	1.089	0.0055	0.0771	0.52	0.02	0	0	0	0.0294	0.1053	0.1071	0.0278	52.75	48	31.04	"Fusobacterium_nucleatum"	"strict"
"Sample 105/107"	"VLD001.A0101"	9040714	1459	422	76	346	0.016	0.005	1.22	0.0055	0.0751	0.54	0.01	0	0	0	0.1098	0.0723	0.1556	0.1111	43.53	39	48.36	"Treponema_socranskii"	"strict"
"Sample 20/107"	"EBO009.A0101"	3668406	2001	329	9	320	0.055	0.009	1.028	0.0054	0.0985	0.45	0.04	0.02	0.01	0.01	0.0357	0.0198	0.0244	0.0674	42.39	37	59.78	"Rothia_dentocariosa"	"relaxed"
"Sample 59/107"	"KNP006.A0102"	11159677	4817	324	12	312	0.043	0.003	1.038	0.0053	0.1999	0.2	0.08	0.05	0.04	0.03	0.0235	0.0476	0.0532	0.0472	42.53	41	58.05	"Rothia_dentocariosa"	"relaxed"
"Sample 44/107"	"IBA002.A0101"	19022015	5039	342	14	328	0.026	0.002	1.043	0.0053	0.1002	0.48	0.01	0.01	0.01	0	0.0482	0.0435	0.0244	0.0417	44.31	40	53.97	"Treponema_socranskii"	"relaxed"
"Sample 15/107"	"DJA006.A0101"	13754707	2160	282	5	277	0.016	0.002	1.018	0.0053	0.078	0.5	0.01	0	0	0	0.0612	0.0244	0.1795	0	41.32	38	31.27	"Fusobacterium_nucleatum"	"strict"
"Sample 33/107"	"FUM002.A0101"	17157534	2510	317	21	296	0.015	0.002	1.071	0.0053	0.0772	0.52	0.01	0	0	0	0.2857	0.2424	0.2963	0.2059	39.13	36.5	28.95	"Fusobacterium_nucleatum"	"strict"
"Sample 72/107"	"MTM005.A0101"	3434086	1048	202	23	179	0.031	0.006	1.128	0.0052	0.0744	0.51	0.02	0	0	0	0.0385	0.037	0	0.0968	63.51	61	30.79	"Fusobacterium_nucleatum"	"strict"
"Sample 19/107"	"EBO008.A0101"	11592824	3384	295	11	284	0.029	0.003	1.039	0.0052	0.1346	0.4	0.03	0.01	0.01	0.01	0.0233	0.0278	0.0396	0.0204	46.31	41	57.33	"Rothia_dentocariosa"	"strict"
"Sample 36/107"	"GDC004.A0101"	12302652	10584	307	15	292	0.086	0.002	1.051	0.0051	0.155	0.27	0.08	0.04	0.03	0.02	0.0119	0.0658	0.061	0.0606	38.61	36	46.09	"Streptococcos_gordonii"	"relaxed"
"Sample 71/107"	"MTM004.A0101"	4106490	1621	343	27	316	0.039	0.008	1.085	0.0051	0.076	0.49	0.02	0	0	0	0.0282	0.0116	0.0674	0.027	44.6	42	52.12	"Treponema_socranskii"	"relaxed"
"Sample 6/107"	"BSQ001.A0101"	10866912	1144	262	8	254	0.011	0.002	1.031	0.005	0.0725	0.49	0.01	0	0	0	0.3023	0.125	0.35	0.3103	42.65	41	27.77	"Fusobacterium_nucleatum"	"relaxed"
"Sample 107/107"	"ZAF001.A0101"	8749845	1255	298	130	168	0.014	0.003	1.774	0.005	0.0751	0.47	0.03	0	0	0	0.0357	0.0323	0.1304	0.0417	64.85	62.5	32.12	"Fusobacterium_nucleatum"	"relaxed"
"Sample 20/107"	"EBO009.A0101"	3668406	1020	259	9	250	0.028	0.007	1.036	0.005	0.0719	0.5	0.01	0	0	0	0.1765	0	0.1379	0.0303	43.79	39	29.4	"Fusobacterium_nucleatum"	"strict"
"Sample 37/107"	"GDC005.A0101"	9931068	4379	326	12	314	0.044	0.003	1.038	0.0049	0.134	0.31	0.07	0.03	0.02	0.01	0.044	0.0114	0.0526	0	39.15	35	60.43	"Rothia_dentocariosa"	"relaxed"
"Sample 98/107"	"PYK005.A0101"	21468513	2766	226	6	220	0.013	0.001	1.027	0.0049	0.0749	0.47	0.01	0	0	0	0.0238	0	0.1556	0.0811	48	43	32.91	"Fusobacterium_nucleatum"	"strict"
"Sample 18/107"	"EBO003.A0101"	20549945	6448	365	43	322	0.031	0.002	1.134	0.0049	0.2598	0.19	0.05	0.04	0.02	0.02	0.0263	0.0471	0.0459	0.0377	38.23	34	61.65	"Rothia_dentocariosa"	"strict"
"Sample 72/107"	"MTM005.A0101"	3434086	3265	241	25	216	0.095	0.007	1.116	0.0049	0.1132	0.3	0.1	0.04	0.02	0.01	0.0638	0	0.0435	0	49.83	44	48.23	"Streptococcos_gordonii"	"strict"
"Sample 101/107"	"TAF008.B0101"	11524885	4410	397	67	330	0.038	0.003	1.203	0.0048	0.1716	0.22	0.09	0.05	0.03	0.02	0.2247	0.0759	0.1798	0.0943	36.66	34	60.64	"Rothia_dentocariosa"	"relaxed"
"Sample 100/107"	"SPM002.A0101"	2095474	572	262	106	156	0.027	0.013	1.679	0.0048	0.0762	0.44	0.04	0	0	0	0.0385	0	0	0	77.81	76	53.46	"Rothia_dentocariosa"	"strict"
"Sample 1/107"	"ABM006.A0101"	8057367	3802	257	14	243	0.047	0.003	1.058	0.0047	0.0799	0.4	0.05	0.01	0	0	0.06	0.0408	0.02	0.0909	42.09	39	42.8	"Streptococcos_gordonii"	"relaxed"
"Sample 69/107"	"MTM002.A0101"	3065269	441	223	33	190	0.014	0.007	1.174	0.0047	0.2915	0.07	0.05	0.04	0.03	0.03	0.0364	0	0.0656	0	46.7	42	55.49	"Desulfobulbus_sp_oral_taxon_041"	"strict"
"Sample 24/107"	"ECO010.B0101"	12246134	4901	336	10	326	0.04	0.003	1.031	0.0046	0.1584	0.21	0.09	0.05	0.03	0.02	0.1667	0.0732	0.2821	0.1084	35.67	33	60.74	"Rothia_dentocariosa"	"relaxed"
"Sample 107/107"	"ZAF001.A0101"	8749845	1560	313	121	192	0.018	0.004	1.63	0.0045	0.0774	0.4	0.04	0.01	0	0	0.0213	0.0435	0.119	0	56.57	50	45.75	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 41/107"	"GOY006.A0101"	3799236	910	301	9	292	0.024	0.008	1.031	0.0045	0.0674	0.45	0	0	0	0	0.0921	0.0968	0.1449	0.0492	42.34	38	49.02	"Treponema_socranskii"	"strict"
"Sample 78/107"	"MTM012.A0101"	10623025	3826	189	9	180	0.036	0.002	1.05	0.0044	0.1237	0.34	0.02	0.01	0.01	0.01	0.0625	0.027	0.0345	0.0811	53.26	48	38.79	"Fusobacterium_nucleatum"	"relaxed"
"Sample 24/107"	"ECO010.B0101"	12246134	2870	235	4	231	0.023	0.002	1.017	0.0044	0.0782	0.38	0.05	0.01	0.01	0	0.3061	0.0952	0.1915	0.1136	42.13	38	41.57	"Streptococcos_gordonii"	"strict"
"Sample 13/107"	"CDC011.A0101"	9141614	1104	187	9	178	0.012	0.002	1.051	0.0043	0.0669	0.42	0.01	0	0	0	0.1379	0	0.1379	0.087	52.76	51	29.37	"Fusobacterium_nucleatum"	"strict"
"Sample 9/107"	"CDC007.A0101"	15878673	5252	314	18	296	0.033	0.002	1.061	0.0043	0.1704	0.18	0.06	0.04	0.03	0.02	0.0211	0.0323	0.0105	0.0215	36.32	34	61.29	"Rothia_dentocariosa"	"strict"
"Sample 73/107"	"MTM006.A0101"	7069851	2802	226	24	202	0.04	0.003	1.119	0.0043	0.0891	0.31	0.08	0.03	0.01	0	0.0208	0.0208	0.1111	0.0192	46.77	41	47.76	"Streptococcos_gordonii"	"strict"
"Sample 96/107"	"PYK003.A0101"	14732223	2841	191	6	185	0.019	0.001	1.032	0.0042	0.0824	0.37	0.01	0.01	0.01	0.01	0.0714	0.1458	0.1463	0.0741	54.16	47	44.96	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 24/107"	"ECO010.B0101"	12246134	2794	254	18	236	0.023	0.002	1.076	0.0042	0.1569	0.24	0.05	0.03	0.02	0.02	0.4857	0.3824	0.383	0.1	38.39	35.5	32.75	"Fusobacterium_nucleatum"	"relaxed"
"Sample 61/107"	"KNP009.A0102"	11345038	2342	164	3	161	0.021	0.001	1.019	0.0042	0.0769	0.37	0.04	0.01	0	0	0.0833	0.1071	0.1111	0.12	57.76	52	39.82	"Streptococcos_gordonii"	"relaxed"
"Sample 76/107"	"MTM010.A0101"	9123626	3727	238	12	226	0.041	0.003	1.053	0.0042	0.0802	0.35	0.04	0.01	0.01	0	0	0.0435	0.0317	0	44.81	39	46.97	"Aggregatibacter_aphrophilus"	"strict"
"Sample 9/107"	"CDC007.A0101"	15878673	1724	230	4	226	0.011	0.001	1.018	0.0042	0.0685	0.4	0.01	0	0	0	0.027	0.0312	0.1304	0.0741	39.97	37	29.13	"Fusobacterium_nucleatum"	"strict"
"Sample 66/107"	"MOA001.A0101"	15176910	1783	170	4	166	0.012	0.001	1.024	0.0042	0.0732	0.38	0.03	0.01	0.01	0	0.1471	0.0882	0.1579	0	55.77	52.5	41.68	"Streptococcos_gordonii"	"strict"
"Sample 94/107"	"PYK001.A0101"	15248245	1803	215	4	211	0.012	0.001	1.019	0.0042	0.0654	0.41	0.01	0	0	0	0.0465	0.06	0.1224	0.0702	43.39	40	43.83	"Streptococcos_gordonii"	"strict"
"Sample 6/107"	"BSQ001.A0101"	10866912	1732	265	4	261	0.016	0.002	1.015	0.0041	0.0967	0.32	0.03	0.02	0.01	0.01	0.1375	0.1296	0.2133	0.1781	39.19	36	53.88	"Rothia_dentocariosa"	"relaxed"
"Sample 30/107"	"ESA008.A0101"	9119930	2782	231	3	228	0.031	0.003	1.013	0.0041	0.1053	0.31	0.04	0.02	0.01	0.01	0.0714	0.0625	0.0122	0.0189	45.02	39	58.09	"Rothia_dentocariosa"	"strict"
"Sample 66/107"	"MOA001.A0101"	15176910	1537	173	2	171	0.01	0.001	1.012	0.0041	0.0652	0.4	0.01	0	0	0	0.1803	0.1111	0.1778	0.129	59.44	53	55.37	"Rothia_dentocariosa"	"strict"
"Sample 106/107"	"WAL001.A0101"	14881423	2576	204	6	198	0.017	0.001	1.03	0.004	0.1057	0.32	0.02	0.01	0.01	0.01	0.0465	0.1081	0.0513	0.0625	43.89	42	36.69	"Fusobacterium_nucleatum"	"relaxed"
"Sample 56/107"	"KNP003.A0102"	10394445	3960	245	5	240	0.038	0.002	1.021	0.004	0.1465	0.19	0.07	0.03	0.02	0.02	0.037	0.0253	0.1094	0.0294	41.39	40	59.98	"Rothia_dentocariosa"	"relaxed"
"Sample 101/107"	"TAF008.B0101"	11524885	2452	278	43	235	0.021	0.002	1.183	0.0039	0.0835	0.3	0.05	0.02	0.01	0	0.3158	0.1579	0.4107	0.2128	39.59	37	47.16	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 36/107"	"GDC004.A0101"	12302652	5460	259	2	257	0.044	0.002	1.008	0.0038	0.1133	0.25	0.05	0.02	0.01	0.01	0.0192	0.0571	0.0213	0.058	37.5	34	59.25	"Rothia_dentocariosa"	"relaxed"
"Sample 19/107"	"EBO008.A0101"	11592824	4258	177	5	172	0.037	0.002	1.029	0.0038	0.0669	0.36	0.02	0	0	0	0.0526	0.0698	0.0323	0.069	49.09	44	43.99	"Streptococcos_gordonii"	"relaxed"
"Sample 68/107"	"MTM001.A0101"	3486856	1469	251	21	230	0.042	0.007	1.091	0.0038	0.0653	0.36	0.01	0	0	0	0.0725	0.0794	0.0597	0.0435	45.1	41	52.71	"Treponema_socranskii"	"relaxed"
"Sample 24/107"	"ECO010.B0101"	12246134	3267	396	10	386	0.027	0.003	1.026	0.0038	0.0983	0.23	0.08	0.03	0.02	0.01	0.1062	0.0403	0.1389	0.0741	34.35	33	64.28	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 32/107"	"FUM001.A0101"	10808498	2559	982	748	234	0.024	0.009	4.197	0.0038	0.0652	0.35	0.02	0	0	0	0.2115	0.0588	0.1803	0.1489	43.99	38	50.44	"Treponema_socranskii"	"strict"
"Sample 82/107"	"MTS003.A0101"	7532301	1196	243	7	236	0.016	0.003	1.03	0.0038	0.0623	0.38	0	0	0	0	0.0469	0.0192	0.0204	0	44.17	40	51.47	"Treponema_socranskii"	"strict"
"Sample 57/107"	"KNP004.A0102"	184494	328	202	5	197	0.178	0.109	1.025	0.0037	0.0607	0.37	0	0	0	0	0.0492	0.1	0.0732	0.0492	64.24	64	65.3	"Pseudopropionibacterium_propionicum"	"relaxed"
"Sample 99/107"	"SPM001.A0101"	4576676	1354	681	568	113	0.03	0.015	6.027	0.0037	0.0909	0.2	0.11	0.04	0.01	0	0	0	0	0	81.2	75	56.51	"Rothia_dentocariosa"	"relaxed"
"Sample 29/107"	"ESA007.A0101"	9903431	1107	158	4	154	0.011	0.002	1.026	0.0037	0.0608	0.37	0	0	0	0	0.027	0.0385	0.0938	0.0417	57.55	52	42.49	"Aggregatibacter_aphrophilus"	"strict"
"Sample 36/107"	"GDC004.A0101"	12302652	8283	253	16	237	0.067	0.002	1.068	0.0037	0.1772	0.12	0.06	0.04	0.02	0.02	0.0156	0.04	0	0.0185	37.98	35	50.82	"Aggregatibacter_aphrophilus"	"strict"
"Sample 101/107"	"TAF008.B0101"	11524885	1306	228	42	186	0.011	0.002	1.226	0.0037	0.0655	0.35	0.01	0	0	0	0.32	0.2353	0.375	0.2083	42.97	39	27.85	"Fusobacterium_nucleatum"	"strict"
"Sample 76/107"	"MTM010.A0101"	9123626	5735	339	20	319	0.063	0.004	1.063	0.0037	0.1218	0.22	0.06	0.02	0.02	0.01	0	0.015	0.0077	0.0122	39.65	37	65.69	"Pseudopropionibacterium_propionicum"	"strict"
"Sample 22/107"	"ECO004.B0101"	20400171	3422	230	10	220	0.017	0.001	1.045	0.0035	0.082	0.29	0.03	0.01	0.01	0	0.25	0.1923	0.1961	0.1087	40.35	34	54.7	"Rothia_dentocariosa"	"strict"
"Sample 12/107"	"CDC010.A0101"	15031925	2408	163	4	159	0.016	0.001	1.025	0.0035	0.0617	0.34	0	0	0	0	0	0.0968	0	0	47.95	41	40.25	"Streptococcos_gordonii"	"strict"
"Sample 35/107"	"GDC002.A0101"	11300654	5583	217	9	208	0.049	0.002	1.043	0.0034	0.15	0.2	0.04	0.02	0.01	0.01	0.0213	0.0789	0.0727	0.1346	39.69	36	53.39	"Aggregatibacter_aphrophilus"	"relaxed"
"Sample 55/107"	"KNP001.A0102"	16260023	1742	161	3	158	0.011	0.001	1.019	0.0034	0.0678	0.32	0.02	0	0	0	0.1111	0.027	0.125	0	52.7	47	43.58	"Aggregatibacter_aphrophilus"	"relaxed"
